episode,total_reward,avg_response_min,icu_surge_count,diversions,triage_accuracy,epsilon
1162,2684.94,1.59,2,4,82.0,0.0499
1163,2878.99,1.58,2,8,68.0,0.0499
1164,3134.08,1.54,4,2,76.0,0.0499
1165,2812.1,1.48,10,10,80.0,0.0499
1166,2789.4,1.46,1,3,78.0,0.0499
1167,2776.16,1.43,7,5,80.0,0.0499
1168,2802.94,1.56,5,6,82.0,0.0499
1169,3161.37,1.55,5,5,74.0,0.0499
1170,3032.88,1.54,6,4,82.0,0.0499
1171,2907.89,1.6,4,3,78.0,0.0499
1172,3100.2,1.52,3,5,78.0,0.0499
1173,2944.06,1.52,2,7,82.0,0.0499
1174,3038.75,1.57,3,6,84.0,0.0499
1175,3109.41,1.67,6,4,76.0,0.0499
1176,2579.52,1.5,2,4,74.0,0.0499
1177,3096.72,1.59,2,5,84.0,0.0499
1178,2782.8,1.54,6,6,80.0,0.0499
1179,2799.55,1.46,7,7,78.0,0.0499
1180,2914.21,1.63,2,4,80.0,0.0499
1181,2982.05,1.5,4,6,78.0,0.0499
1182,2868.17,1.66,2,6,84.0,0.0499
1183,3005.82,1.66,3,7,92.0,0.0499
1184,3298.48,1.48,6,8,78.0,0.0499
1185,3108.08,1.48,6,2,72.0,0.0499
1186,3173.48,1.52,3,7,84.0,0.0499
1187,2585.08,1.58,3,2,78.0,0.0499
1188,3148.1,1.57,1,2,74.0,0.0499
1189,3085.68,1.57,4,6,80.0,0.0499
1190,2868.84,1.53,1,5,80.0,0.0499
1191,2799.66,1.64,1,2,80.0,0.0499
1192,2752.72,1.52,5,1,74.0,0.0499
1193,2788.06,1.66,4,7,86.0,0.0499
1194,3168.76,1.58,5,4,78.0,0.0499
1195,3197.41,1.64,4,8,94.0,0.0499
1196,3037.95,1.58,8,7,70.0,0.0499
1197,2804.67,1.52,3,5,82.0,0.0499
1198,3371.92,1.5,4,8,82.0,0.0499
1199,3170.89,1.63,4,3,78.0,0.0499
1200,2796.58,1.66,1,3,80.0,0.0499
1201,3121.42,1.57,5,5,78.0,0.0499
1202,2807.05,1.6,2,5,78.0,0.0499
1203,2613.45,1.64,1,5,76.0,0.0499
1204,2711.57,1.62,6,10,76.0,0.0499
1205,3123.51,1.58,1,4,90.0,0.0499
1206,2913.15,1.54,5,6,82.0,0.0499
1207,3021.71,1.53,2,6,80.0,0.0499
1208,3269.65,1.57,3,7,86.0,0.0499
1209,2851.31,1.55,4,4,74.0,0.0499
1210,2831.79,1.56,1,2,82.0,0.0499
1211,3183.97,1.43,6,10,82.0,0.0499
1212,2770.72,1.6,9,9,80.0,0.0499
1213,2918.32,1.57,2,4,66.0,0.0499
1214,2902.75,1.48,5,7,84.0,0.0499
1215,3160.94,1.52,6,5,82.0,0.0499
1216,2917.33,1.64,2,7,74.0,0.0499
1217,2690.25,1.55,2,5,74.0,0.0499
1218,3098.29,1.44,4,7,86.0,0.0499
1219,2729.63,1.56,5,6,80.0,0.0499
1220,3005.17,1.58,2,3,80.0,0.0499
1221,2655.42,1.76,5,6,82.0,0.0499
1222,3197.79,1.63,6,5,78.0,0.0499
1223,2710.92,1.56,3,5,82.0,0.0499
1224,3016.06,1.58,2,4,86.0,0.0499
1225,3099.63,1.56,4,5,84.0,0.0499
1226,2754.22,1.64,3,8,86.0,0.0499
1227,2900.47,1.59,5,9,74.0,0.0499
1228,2918.48,1.61,3,6,72.0,0.0499
1229,3238.91,1.48,3,10,76.0,0.0499
1230,2735.01,1.63,4,7,76.0,0.0499
1231,2813.89,1.64,6,6,78.0,0.0499
1232,2936.07,1.66,7,9,66.0,0.0499
1233,2838.39,1.68,3,3,82.0,0.0499
1234,3135.17,1.51,3,5,80.0,0.0499
1235,3149.59,1.66,4,8,80.0,0.0499
1236,3450.1,1.45,3,7,86.0,0.0499
1237,3283.57,1.62,8,9,88.0,0.0499
1238,2937.69,1.57,3,4,82.0,0.0499
1239,2834.73,1.63,4,9,84.0,0.0499
1240,3108.81,1.6,3,7,76.0,0.0499
1241,2748.04,1.53,5,5,88.0,0.0499
1242,2951.75,1.6,6,8,86.0,0.0499
1243,2613.89,1.54,11,10,76.0,0.0499
1244,2972.67,1.53,1,5,74.0,0.0499
1245,2730.39,1.72,3,4,76.0,0.0499
1246,2847.71,1.5,4,5,74.0,0.0499
1247,2895.93,1.47,4,5,84.0,0.0499
1248,2700.99,1.64,4,7,76.0,0.0499
1249,2639.84,1.66,4,8,78.0,0.0499
1250,3083.02,1.55,4,6,76.0,0.0499
1251,3070.08,1.57,3,7,84.0,0.0499
1252,3057.44,1.49,5,10,78.0,0.0499
1253,2915.95,1.62,4,9,74.0,0.0499
1254,2839.02,1.66,4,7,76.0,0.0499
1255,3165.58,1.56,2,4,76.0,0.0499
1256,2849.78,1.64,4,5,76.0,0.0499
1257,2826.83,1.61,5,4,84.0,0.0499
1258,2904.22,1.51,4,6,88.0,0.0499
1259,2715.71,1.52,7,8,78.0,0.0499
1260,2925.9,1.45,4,6,80.0,0.0499
1261,3179.2,1.6,3,5,88.0,0.0499
1262,2834.32,1.69,0,4,76.0,0.0499
1263,2946.58,1.6,4,5,84.0,0.0499
1264,3354.69,1.54,2,8,86.0,0.0499
1265,3246.13,1.52,4,7,72.0,0.0499
1266,2832.85,1.63,4,4,82.0,0.0499
1267,2788.21,1.63,7,10,78.0,0.0499
1268,2931.19,1.57,4,4,70.0,0.0499
1269,3263.95,1.6,5,10,80.0,0.0499
1270,2852.71,1.59,5,8,82.0,0.0499
1271,3057.48,1.54,4,6,90.0,0.0499
1272,3003.81,1.56,3,8,82.0,0.0499
1273,3017.94,1.52,3,5,76.0,0.0499
1274,3096.62,1.68,1,8,80.0,0.0499
1275,2728.76,1.6,3,7,84.0,0.0499
1276,2890.32,1.72,8,11,78.0,0.0499
1277,2660.23,1.69,2,3,78.0,0.0499
1278,3053.06,1.6,3,5,80.0,0.0499
1279,2896.54,1.75,4,3,78.0,0.0499
1280,2644.05,1.65,1,8,86.0,0.0499
1281,3369.14,1.52,1,8,90.0,0.0499
1282,2691.43,1.58,2,3,70.0,0.0499
1283,2909.06,1.49,5,4,82.0,0.0499
1284,3145.04,1.46,7,8,78.0,0.0499
1285,2577.7,1.68,8,6,74.0,0.0499
1286,3171.49,1.57,7,9,88.0,0.0499
1287,2950.51,1.56,4,4,84.0,0.0499
1288,2926.17,1.6,3,5,80.0,0.0499
1289,2814.97,1.45,2,8,84.0,0.0499
1290,2820.55,1.44,6,6,78.0,0.0499
1291,3145.59,1.47,9,8,82.0,0.0499
1292,3272.2,1.47,7,9,84.0,0.0499
1293,3463.29,1.57,4,5,86.0,0.0499
1294,3057.24,1.64,2,6,82.0,0.0499
1295,2514.28,1.66,6,8,80.0,0.0499
1296,2860.55,1.55,5,3,84.0,0.0499
1297,2831.8,1.74,3,3,78.0,0.0499
1298,2886.77,1.63,5,4,76.0,0.0499
1299,2822.55,1.61,5,9,86.0,0.0499
1300,2984.45,1.54,3,2,74.0,0.0499
1301,2591.83,1.64,7,10,72.0,0.0499
1302,2909.2,1.58,4,6,86.0,0.0499
1303,2887.91,1.46,5,5,74.0,0.0499
1304,2921.71,1.52,8,7,72.0,0.0499
1305,2823.96,1.57,4,6,88.0,0.0499
1306,2760.15,1.62,6,7,80.0,0.0499
1307,3132.59,1.43,7,5,84.0,0.0499
1308,2653.77,1.63,0,3,82.0,0.0499
1309,2879.62,1.57,1,8,76.0,0.0499
1310,2973.88,1.47,3,3,74.0,0.0499
1311,3360.09,1.68,8,6,90.0,0.0499
1312,3010.75,1.54,4,7,82.0,0.0499
1313,2804.21,1.66,3,6,84.0,0.0499
1314,2831.41,1.53,5,11,74.0,0.0499
1315,2828.16,1.69,4,4,84.0,0.0499
1316,3141.25,1.53,6,11,72.0,0.0499
1317,2893.83,1.6,2,3,80.0,0.0499
1318,2881.61,1.59,3,5,78.0,0.0499
1319,2997.38,1.49,5,10,80.0,0.0499
1320,2913.07,1.55,3,7,76.0,0.0499
1321,2701.89,1.54,2,3,74.0,0.0499
1322,3359.09,1.63,3,4,90.0,0.0499
1323,2837.9,1.48,5,4,76.0,0.0499
1324,2891.01,1.52,5,6,80.0,0.0499
1325,2866.41,1.6,3,1,80.0,0.0499
1326,2848.57,1.68,5,5,92.0,0.0499
1327,2641.92,1.55,3,4,68.0,0.0499
1328,2756.62,1.48,3,4,80.0,0.0499
1329,3250.59,1.62,2,4,80.0,0.0499
1330,3041.27,1.58,6,9,82.0,0.0499
1331,2826.86,1.67,5,6,76.0,0.0499
1332,2951.1,1.7,3,3,90.0,0.0499
1333,3099.05,1.62,2,6,88.0,0.0499
1334,3058.56,1.59,8,7,80.0,0.0499
1335,2781.89,1.57,1,3,88.0,0.0499
1336,2747.12,1.59,4,10,84.0,0.0499
1337,2913.98,1.63,1,5,80.0,0.0499
1338,3076.32,1.54,4,7,80.0,0.0499
1339,3009.9,1.62,2,4,84.0,0.0499
1340,2308.69,1.56,5,10,60.0,0.0499
1341,2937.08,1.64,3,7,66.0,0.0499
1342,2727.9,1.54,1,2,80.0,0.0499
1343,2827.1,1.63,5,4,82.0,0.0499
1344,2690.9,1.69,3,3,86.0,0.0499
1345,2698.92,1.64,3,8,76.0,0.0499
1346,2827.45,1.5,2,5,84.0,0.0499
1347,2991.95,1.56,3,6,86.0,0.0499
1348,2948.17,1.58,3,3,78.0,0.0499
1349,3211.67,1.55,11,9,86.0,0.0499
1350,2876.77,1.54,8,6,86.0,0.0499
1351,2713.05,1.57,6,8,82.0,0.0499
1352,3054.31,1.52,6,7,80.0,0.0499
1353,3268.61,1.53,5,6,80.0,0.0499
1354,3016.58,1.55,5,7,74.0,0.0499
1355,3081.52,1.59,3,2,88.0,0.0499
1356,3139.49,1.53,5,4,80.0,0.0499
1357,2902.3,1.48,5,7,76.0,0.0499
1358,3300.36,1.45,3,4,86.0,0.0499
1359,2702.65,1.78,5,5,84.0,0.0499
1360,3273.53,1.56,5,2,82.0,0.0499
1361,2711.84,1.51,4,5,78.0,0.0499
1362,2998.79,1.56,1,4,84.0,0.0499
1363,3131.66,1.56,4,7,84.0,0.0499
1364,2805.16,1.53,1,7,82.0,0.0499
1365,3277.78,1.56,4,7,84.0,0.0499
1366,2726.69,1.51,1,5,82.0,0.0499
1367,2722.35,1.57,6,5,80.0,0.0499
1368,2336.56,1.65,6,7,68.0,0.0499
1369,2674.58,1.52,2,4,72.0,0.0499
1370,3279.82,1.56,2,7,88.0,0.0499
1371,2784.45,1.62,1,1,94.0,0.0499
1372,2850.02,1.57,5,4,86.0,0.0499
1373,2915.54,1.56,3,6,90.0,0.0499
1374,3356.22,1.42,4,4,84.0,0.0499
1375,2901.57,1.5,2,7,82.0,0.0499
1376,3083.27,1.39,5,12,90.0,0.0499
1377,2886.43,1.61,2,4,86.0,0.0499
1378,3072.59,1.55,5,6,86.0,0.0499
1379,3020.99,1.58,6,6,82.0,0.0499
1380,2501.99,1.6,2,1,72.0,0.0499
1381,3127.16,1.38,7,8,78.0,0.0499
1382,2775.89,1.7,3,8,84.0,0.0499
1383,2975.6,1.65,4,5,84.0,0.0499
1384,2832.47,1.61,3,6,80.0,0.0499
1385,2710.3,1.56,3,7,84.0,0.0499
1386,2890.13,1.51,4,6,72.0,0.0499
1387,3165.87,1.6,3,7,78.0,0.0499
1388,2831.39,1.55,6,6,82.0,0.0499
1389,3002.95,1.49,2,3,72.0,0.0499
1390,2669.26,1.57,7,8,86.0,0.0499
1391,3120.72,1.49,6,6,84.0,0.0499
1392,3260.75,1.46,7,10,86.0,0.0499
1393,2635.0,1.56,2,5,78.0,0.0499
1394,3017.61,1.71,6,5,86.0,0.0499
1395,2722.58,1.5,7,12,82.0,0.0499
1396,3257.58,1.59,2,3,86.0,0.0499
1397,3188.44,1.61,2,4,78.0,0.0499
1398,2960.05,1.51,4,4,84.0,0.0499
1399,2668.35,1.54,3,5,86.0,0.0499
1400,2859.57,1.67,3,5,74.0,0.0499
1401,3050.22,1.56,3,7,78.0,0.0499
1402,2674.52,1.57,2,10,82.0,0.0499
1403,3007.54,1.54,4,4,82.0,0.0499
1404,2757.13,1.64,1,2,82.0,0.0499
1405,2914.83,1.59,4,5,78.0,0.0499
1406,2981.01,1.71,5,6,78.0,0.0499
1407,2760.06,1.54,5,8,82.0,0.0499
1408,3037.89,1.62,5,8,84.0,0.0499
1409,3290.96,1.53,1,4,84.0,0.0499
1410,2907.96,1.6,2,5,84.0,0.0499
1411,3190.6,1.52,4,4,76.0,0.0499
1412,2838.11,1.69,4,10,78.0,0.0499
1413,2984.04,1.61,4,10,86.0,0.0499
1414,2654.62,1.54,6,9,84.0,0.0499
1415,3058.38,1.54,5,6,88.0,0.0499
1416,2698.78,1.5,5,6,86.0,0.0499
1417,2677.51,1.56,3,3,80.0,0.0499
1418,2686.75,1.58,4,6,78.0,0.0499
1419,2782.38,1.67,6,7,78.0,0.0499
1420,3105.2,1.6,2,4,82.0,0.0499
1421,2610.45,1.6,6,8,78.0,0.0499
1422,3076.35,1.7,2,2,80.0,0.0499
1423,2500.47,1.55,4,5,80.0,0.0499
1424,2657.43,1.57,4,7,80.0,0.0499
1425,3117.94,1.42,4,10,86.0,0.0499
1426,2991.83,1.49,4,5,84.0,0.0499
1427,3265.48,1.62,7,6,74.0,0.0499
1428,2889.37,1.48,4,7,78.0,0.0499
1429,3092.15,1.52,3,5,74.0,0.0499
1430,3054.96,1.58,5,7,78.0,0.0499
1431,2925.46,1.62,6,5,72.0,0.0499
1432,2863.61,1.57,4,5,82.0,0.0499
1433,2938.08,1.57,3,5,90.0,0.0499
1434,2955.23,1.58,4,7,80.0,0.0499
1435,2666.42,1.68,4,5,70.0,0.0499
1436,3071.09,1.51,5,8,74.0,0.0499
1437,2953.06,1.64,3,4,88.0,0.0499
1438,3015.63,1.57,7,7,82.0,0.0499
1439,3252.42,1.43,5,9,90.0,0.0499
1440,3229.98,1.59,2,6,74.0,0.0499
1441,2907.53,1.5,5,6,80.0,0.0499
1442,2952.74,1.57,4,6,84.0,0.0499
1443,2638.08,1.55,5,7,82.0,0.0499
1444,2807.18,1.68,3,6,84.0,0.0499
1445,3107.6,1.45,4,7,80.0,0.0499
1446,3064.0,1.51,3,5,66.0,0.0499
1447,3257.76,1.64,5,6,84.0,0.0499
1448,2916.54,1.43,5,8,80.0,0.0499
1449,3020.17,1.61,4,6,84.0,0.0499
1450,2644.14,1.52,3,1,80.0,0.0499
1451,3003.66,1.67,6,6,82.0,0.0499
1452,2685.58,1.5,2,6,72.0,0.0499
1453,3095.32,1.5,2,4,82.0,0.0499
1454,2867.48,1.64,5,10,82.0,0.0499
1455,2934.05,1.61,2,3,78.0,0.0499
1456,3038.26,1.69,4,4,80.0,0.0499
1457,2899.85,1.54,7,3,74.0,0.0499
1458,2869.07,1.59,1,1,86.0,0.0499
1459,3288.41,1.48,7,7,80.0,0.0499
1460,2879.76,1.61,0,3,76.0,0.0499
1461,3051.26,1.6,2,3,78.0,0.0499
1462,2883.54,1.7,4,7,80.0,0.0499
1463,2908.47,1.53,4,6,76.0,0.0499
1464,2986.14,1.61,2,5,82.0,0.0499
1465,3257.0,1.67,0,1,78.0,0.0499
1466,2766.3,1.62,5,9,74.0,0.0499
1467,3325.77,1.45,5,6,96.0,0.0499
1468,2973.06,1.6,3,2,76.0,0.0499
1469,2830.46,1.68,4,3,64.0,0.0499
1470,2947.64,1.65,5,1,80.0,0.0499
1471,2987.69,1.54,6,12,82.0,0.0499
1472,2807.73,1.58,6,7,74.0,0.0499
1473,2906.65,1.56,1,5,80.0,0.0499
1474,2902.42,1.57,4,7,76.0,0.0499
1475,3074.7,1.64,4,4,84.0,0.0499
1476,2659.93,1.66,2,7,80.0,0.0499
1477,3309.65,1.51,2,1,84.0,0.0499
1478,3119.48,1.58,3,2,72.0,0.0499
1479,2947.02,1.58,2,5,78.0,0.0499
1480,2996.62,1.39,1,6,88.0,0.0499
1481,2980.36,1.44,6,4,74.0,0.0499
1482,3076.3,1.61,4,4,74.0,0.0499
1483,2520.85,1.55,5,3,70.0,0.0499
1484,2933.65,1.59,4,4,82.0,0.0499
1485,2931.76,1.58,5,7,88.0,0.0499
1486,2953.86,1.47,3,7,84.0,0.0499
1487,3216.34,1.53,1,4,80.0,0.0499
1488,3102.33,1.45,7,7,82.0,0.0499
1489,2764.15,1.66,7,12,68.0,0.0499
1490,2593.78,1.74,5,6,68.0,0.0499
1491,3024.83,1.54,2,4,88.0,0.0499
1492,3139.26,1.61,6,7,90.0,0.0499
1493,3126.76,1.58,5,7,80.0,0.0499
1494,2810.73,1.58,4,7,76.0,0.0499
1495,2809.86,1.49,2,6,84.0,0.0499
1496,2968.27,1.58,3,3,76.0,0.0499
1497,2989.88,1.56,2,5,80.0,0.0499
1498,3245.72,1.53,2,8,84.0,0.0499
1499,2920.06,1.57,3,4,84.0,0.0499
1500,2829.02,1.55,2,6,76.0,0.0499
1501,2998.01,1.5,7,7,88.0,0.0499
1502,3014.26,1.55,5,8,82.0,0.0499
1503,2956.71,1.61,3,6,78.0,0.0499
1504,2965.03,1.44,4,5,74.0,0.0499
1505,3105.7,1.46,4,6,82.0,0.0499
1506,2970.63,1.59,4,2,86.0,0.0499
1507,3074.41,1.61,4,4,88.0,0.0499
1508,2512.79,1.71,3,6,80.0,0.0499
1509,2843.3,1.59,7,9,86.0,0.0499
1510,2964.45,1.57,6,8,82.0,0.0499
1511,2969.15,1.53,3,6,82.0,0.0499
1512,2983.36,1.6,2,5,70.0,0.0499
1513,2947.86,1.45,2,4,88.0,0.0499
1514,2980.34,1.55,7,8,84.0,0.0499
1515,2858.34,1.59,2,6,80.0,0.0499
1516,3497.47,1.58,0,6,84.0,0.0499
1517,2724.78,1.62,1,0,80.0,0.0499
1518,3040.22,1.5,2,7,78.0,0.0499
1519,3008.38,1.62,6,10,88.0,0.0499
1520,2457.84,1.54,3,12,84.0,0.0499
1521,2977.39,1.5,4,5,76.0,0.0499
1522,2624.05,1.6,4,6,60.0,0.0499
1523,3083.29,1.55,2,6,82.0,0.0499
1524,3480.09,1.46,5,4,92.0,0.0499
1525,2588.3,1.68,3,4,76.0,0.0499
1526,3155.37,1.51,3,3,76.0,0.0499
1527,3213.16,1.5,6,7,76.0,0.0499
1528,2804.34,1.58,6,6,64.0,0.0499
1529,2776.44,1.53,6,2,74.0,0.0499
1530,2841.99,1.49,2,3,78.0,0.0499
1531,2707.02,1.64,2,5,82.0,0.0499
1532,2977.54,1.49,3,4,82.0,0.0499
1533,2822.72,1.49,6,6,88.0,0.0499
1534,2806.29,1.56,2,3,74.0,0.0499
1535,2819.58,1.56,4,5,76.0,0.0499
1536,2840.03,1.53,3,4,76.0,0.0499
1537,2635.86,1.48,1,5,78.0,0.0499
1538,3127.77,1.5,0,2,82.0,0.0499
1539,2746.08,1.62,3,5,68.0,0.0499
1540,2978.66,1.5,5,7,82.0,0.0499
1541,2832.06,1.46,4,8,74.0,0.0499
1542,2561.19,1.61,2,4,76.0,0.0499
1543,3268.69,1.5,6,6,82.0,0.0499
1544,3247.2,1.47,4,6,82.0,0.0499
1545,2664.91,1.66,4,8,70.0,0.0499
1546,3162.51,1.53,4,6,82.0,0.0499
1547,2779.17,1.54,6,7,72.0,0.0499
1548,3325.81,1.58,3,4,84.0,0.0499
1549,3022.93,1.47,7,5,86.0,0.0499
1550,2872.57,1.7,5,6,80.0,0.0499
1551,2875.84,1.55,4,4,80.0,0.0499
1552,3244.58,1.37,1,5,78.0,0.0499
1553,2762.11,1.65,3,6,80.0,0.0499
1554,2933.47,1.49,5,8,84.0,0.0499
1555,2954.61,1.54,4,3,84.0,0.0499
1556,2951.0,1.71,6,5,80.0,0.0499
1557,3032.9,1.48,2,3,74.0,0.0499
1558,2885.06,1.58,5,7,86.0,0.0499
1559,2701.95,1.57,3,1,72.0,0.0499
1560,2824.09,1.69,4,3,74.0,0.0499
1561,3238.44,1.61,7,7,80.0,0.0499
1562,2638.46,1.6,4,5,76.0,0.0499
1563,2931.89,1.55,2,7,76.0,0.0499
1564,3094.72,1.49,3,6,80.0,0.0499
1565,2620.19,1.59,2,6,82.0,0.0499
1566,2868.95,1.52,5,6,78.0,0.0499
1567,2919.25,1.65,6,12,76.0,0.0499
1568,2895.7,1.59,2,3,80.0,0.0499
1569,3036.17,1.65,4,5,86.0,0.0499
1570,2998.51,1.58,2,6,86.0,0.0499
1571,2927.02,1.56,5,6,76.0,0.0499
1572,3222.87,1.55,3,6,88.0,0.0499
1573,3153.02,1.66,3,2,84.0,0.0499
1574,2718.61,1.59,7,8,78.0,0.0499
1575,3026.47,1.47,3,2,76.0,0.0499
1576,2816.73,1.61,2,5,86.0,0.0499
1577,2894.48,1.51,4,6,76.0,0.0499
1578,3222.38,1.52,4,6,80.0,0.0499
1579,2595.03,1.64,5,4,76.0,0.0499
1580,3095.55,1.53,3,8,84.0,0.0499
1581,2810.36,1.67,3,4,82.0,0.0499
1582,2851.53,1.63,4,5,82.0,0.0499
1583,3069.39,1.67,8,11,90.0,0.0499
1584,2742.79,1.62,7,11,78.0,0.0499
1585,2918.47,1.51,7,5,76.0,0.0499
1586,2789.31,1.52,5,5,76.0,0.0499
1587,3427.77,1.59,5,7,72.0,0.0499
1588,2824.58,1.49,2,7,78.0,0.0499
1589,2823.59,1.55,4,4,78.0,0.0499
1590,2960.86,1.53,6,5,84.0,0.0499
1591,2942.22,1.69,2,5,78.0,0.0499
1592,3013.36,1.67,4,3,84.0,0.0499
1593,2533.95,1.62,3,2,80.0,0.0499
1594,2830.24,1.5,4,6,72.0,0.0499
1595,3041.76,1.53,3,8,76.0,0.0499
1596,2938.49,1.53,0,4,76.0,0.0499
1597,2871.25,1.62,4,8,68.0,0.0499
1598,3094.78,1.59,2,2,84.0,0.0499
1599,3068.62,1.59,3,7,78.0,0.0499
1600,2675.67,1.55,2,6,80.0,0.0499
1601,2602.68,1.66,8,8,66.0,0.0499
1602,3269.73,1.58,4,5,88.0,0.0499
1603,2710.71,1.62,3,6,74.0,0.0499
1604,2708.96,1.45,2,6,84.0,0.0499
1605,2717.38,1.57,5,5,84.0,0.0499
1606,2722.17,1.5,4,7,74.0,0.0499
1607,3206.66,1.51,2,7,80.0,0.0499
1608,3017.34,1.6,6,8,82.0,0.0499
1609,3294.68,1.53,3,4,88.0,0.0499
1610,3182.18,1.61,3,8,74.0,0.0499
1611,3248.18,1.51,2,1,84.0,0.0499
1612,2811.3,1.55,2,4,74.0,0.0499
1613,2742.8,1.61,6,7,82.0,0.0499
1614,2611.12,1.49,1,7,80.0,0.0499
1615,2559.23,1.43,3,6,70.0,0.0499
1616,3225.46,1.61,4,5,78.0,0.0499
1617,3396.17,1.59,6,7,78.0,0.0499
1618,2886.8,1.64,4,7,70.0,0.0499
1619,2733.27,1.48,3,5,76.0,0.0499
1620,2754.61,1.65,3,5,74.0,0.0499
1621,2797.18,1.53,6,6,74.0,0.0499
1622,2831.76,1.62,5,7,76.0,0.0499
1623,2793.99,1.51,1,5,84.0,0.0499
1624,2434.96,1.53,2,6,76.0,0.0499
1625,3137.89,1.52,3,5,84.0,0.0499
1626,3015.24,1.63,5,7,78.0,0.0499
1627,2976.31,1.5,3,8,82.0,0.0499
1628,2806.73,1.61,3,6,76.0,0.0499
1629,3200.02,1.62,5,4,80.0,0.0499
1630,2564.83,1.6,2,4,78.0,0.0499
1631,2829.42,1.52,4,5,74.0,0.0499
1632,3128.92,1.63,5,8,74.0,0.0499
1633,3062.16,1.65,2,3,78.0,0.0499
1634,2804.31,1.6,5,10,82.0,0.0499
1635,3268.96,1.64,3,4,80.0,0.0499
1636,3474.17,1.57,6,4,94.0,0.0499
1637,3119.22,1.52,7,3,80.0,0.0499
1638,3078.8,1.56,4,6,74.0,0.0499
1639,2617.9,1.6,3,8,76.0,0.0499
1640,2749.41,1.59,5,7,86.0,0.0499
1641,3332.8,1.56,3,5,82.0,0.0499
1642,2892.57,1.53,4,7,82.0,0.0499
1643,2700.55,1.57,2,4,70.0,0.0499
1644,2920.63,1.59,3,10,78.0,0.0499
1645,3177.13,1.58,5,6,86.0,0.0499
1646,2911.35,1.61,2,6,82.0,0.0499
1647,2911.08,1.59,6,8,84.0,0.0499
1648,3168.9,1.48,3,8,78.0,0.0499
1649,3015.7,1.57,2,1,76.0,0.0499
1650,2683.66,1.73,4,5,70.0,0.0499
1651,3005.33,1.63,1,5,84.0,0.0499
1652,2757.82,1.62,6,6,80.0,0.0499
1653,2725.0,1.57,4,5,86.0,0.0499
1654,3271.04,1.47,3,7,84.0,0.0499
1655,2978.42,1.67,5,3,88.0,0.0499
1656,2848.93,1.61,1,6,82.0,0.0499
1657,3041.53,1.56,3,6,86.0,0.0499
1658,2627.62,1.55,4,5,82.0,0.0499
1659,2819.05,1.62,4,7,84.0,0.0499
1660,3152.79,1.58,6,9,92.0,0.0499
1661,3021.57,1.44,4,3,78.0,0.0499
1662,2820.47,1.68,5,4,76.0,0.0499
1663,2751.31,1.59,2,5,86.0,0.0499
1664,3075.88,1.49,1,5,78.0,0.0499
1665,3423.95,1.49,3,4,88.0,0.0499
1666,3331.56,1.56,8,2,76.0,0.0499
1667,3230.02,1.54,3,9,80.0,0.0499
1668,3076.38,1.49,3,5,78.0,0.0499
1669,2904.94,1.54,3,4,82.0,0.0499
1670,3065.8,1.61,6,9,80.0,0.0499
1671,2794.69,1.5,1,5,82.0,0.0499
1672,2871.83,1.56,5,5,66.0,0.0499
1673,2639.67,1.61,4,7,78.0,0.0499
1674,3031.06,1.41,3,4,86.0,0.0499
1675,2715.02,1.55,3,5,64.0,0.0499
1676,2795.01,1.59,9,8,72.0,0.0499
1677,2744.2,1.64,3,4,74.0,0.0499
1678,2765.81,1.51,6,7,64.0,0.0499
1679,2698.66,1.54,4,3,78.0,0.0499
1680,2851.88,1.61,5,10,64.0,0.0499
1681,3062.22,1.47,4,2,88.0,0.0499
1682,2956.17,1.57,4,9,72.0,0.0499
1683,2733.9,1.5,3,5,78.0,0.0499
1684,3034.64,1.55,8,4,80.0,0.0499
1685,3024.74,1.58,3,3,84.0,0.0499
1686,2811.58,1.56,2,4,72.0,0.0499
1687,2877.61,1.52,5,3,76.0,0.0499
1688,2758.68,1.66,5,7,64.0,0.0499
1689,2761.92,1.62,1,2,82.0,0.0499
1690,2698.33,1.49,8,6,78.0,0.0499
1691,2974.04,1.57,4,5,78.0,0.0499
1692,2776.19,1.55,2,6,70.0,0.0499
1693,2714.26,1.54,0,5,90.0,0.0499
1694,2861.11,1.57,8,9,82.0,0.0499
1695,2938.17,1.54,8,8,88.0,0.0499
1696,2891.01,1.72,2,6,82.0,0.0499
1697,2825.3,1.54,4,2,78.0,0.0499
1698,2650.72,1.61,3,4,74.0,0.0499
1699,2970.51,1.54,5,4,78.0,0.0499
1700,3006.22,1.55,3,4,80.0,0.0499
1701,2970.43,1.61,1,7,72.0,0.0499
1702,2641.95,1.64,1,6,78.0,0.0499
1703,3185.34,1.49,4,7,82.0,0.0499
1704,3121.64,1.47,2,7,92.0,0.0499
1705,2944.99,1.52,8,10,86.0,0.0499
1706,2860.03,1.6,3,5,86.0,0.0499
1707,2985.89,1.47,2,4,88.0,0.0499
1708,2834.52,1.54,2,4,80.0,0.0499
1709,2655.98,1.49,2,8,82.0,0.0499
1710,2826.95,1.63,0,3,78.0,0.0499
1711,2809.68,1.66,2,4,82.0,0.0499
1712,2645.87,1.56,5,11,84.0,0.0499
1713,2866.85,1.53,1,2,82.0,0.0499
1714,2883.28,1.59,3,6,80.0,0.0499
1715,3226.66,1.42,0,2,74.0,0.0499
1716,3235.98,1.49,4,5,86.0,0.0499
1717,2856.12,1.52,4,5,72.0,0.0499
1718,2889.66,1.58,0,6,86.0,0.0499
1719,3225.41,1.71,2,5,86.0,0.0499
